"PolicyNo","Policy_Company","Policy_Installment_Term","Policy_Billing_Code","Policy_Method_Of_Payment","Policy_Reinstatement_Fee_Indicator","Policy_Zip_Code_Garaging_Location","Vehicle_Territory","Vehicle_Make_Year","Vehicle_Make_Description","Vehicle_Performance","Vehicle_New_Cost_Amount","Vehicle_Symbol","Vehicle_Number_Of_Drivers_Assigned","Vehicle_Usage","Vehicle_Miles_To_Work","Vehicle_Days_Per_Week_Driven","Vehicle_Annual_Miles","Vehicle_Anti_Theft_Device","Vehicle_Passive_Restraint","Vehicle_Age_In_Years","Vehicle_Med_Pay_Limit","Vehicle_Bodily_Injury_Limit","Vehicle_Physical_Damage_Limit","Vehicle_Comprehensive_Coverage_Indicator","Vehicle_Comprehensive_Coverage_Limit","Vehicle_Collision_Coverage_Indicator","Vehicle_Collision_Coverage_Deductible","Driver_Total","Driver_Total_Male","Driver_Total_Female","Driver_Total_Single","Driver_Total_Married","Driver_Total_Related_To_Insured_Self","Driver_Total_Related_To_Insured_Spouse","Driver_Total_Related_To_Insured_Child","Driver_Total_Licensed_In_State","Driver_Minimum_Age","Driver_Maximum_Age","Driver_Total_Teenager_Age_15_19","Driver_Total_College_Ages_20_23","Driver_Total_Young_Adult_Ages_24_29","Driver_Total_Low_Middle_Adult_Ages_30_39","Driver_Total_Middle_Adult_Ages_40_49","Driver_Total_Adult_Ages_50_64","Driver_Total_Senior_Ages_65_69","Driver_Total_Upper_Senior_Ages_70_plus","Vehicle_Youthful_Driver_Indicator","Vehicle_Youthful_Driver_Training_Code","Vehicle_Youthful_Good_Student_Code","Vehicle_Driver_Points","Vehicle_Safe_Driver_Discount_Indicator","EEA_Liability_Coverage_Only_Indicator","EEA_Multi_Auto_Policies_Indicator","EEA_Policy_Zip_Code_3","EEA_Policy_Tenure","EEA_Agency_Type","EEA_Packaged_Policy_Indicator","EEA_Full_Coverage_Indicator","EEA_Prior_Bodily_Injury_Limit","EEA_PolicyYear","SYS_Renewed","SYS_New_Business","Annual_Premium","Claim_Count","Loss_Amount","Frequency","Severity","Loss_Ratio"
"337322806","Standard ","6","Direct Billed to Insured","Pre-paid","N","42480","32","1995","FORD T BIRD LX   ","Standard","-1","10","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","1000","100-300","100000","N","-1","N","-1","2","0","2","1","0","1","0","1","2","19","49","1","0","0","0","1","0","0","0","Y","Without Driver Training        ","Not Eligible for Good Student Credit","1","N","N","Y","424","3.0","Preferred","Y","N","100-200","2006","Y","N","346.62","0","0.0","0.0","0.0","0.0"
"337328707","Standard ","6","Direct Billed to Insured","Installment","N","42416","37","1998","FORD EXPLORER    ","Standard","-1","8","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","9","10000","100-300","100000","N","-1","Y","500","1","0","1","1","0","1","0","0","1","24","24","0","0","1","0","0","0","0","0","Y","With or Without Driver Training","Not Eligible for Good Student Credit","0","Y","N","N","424","3.5","Preferred","N","Y","100-200","2006","Y","N","500.32","1","923.07","2.0","923.07","1.84"
"337365406","Standard ","6","Direct Billed to Insured","Installment","N","43674","31","1987","MBNZ 190E        ","Standard","-1","15","99","Work    ","30","5","Unknown","Not Applicable","N","9","-1","25-50  ","25000","N","-1","N","-1","1","1","0","0","0","1","0","0","1","39","39","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","436","3.0","Non-standard","Y","N","20-50","2006","Y","N","147.34","0","0.0","0.0","0.0","0.0"
"337397507","Standard ","6","Direct Billed to Insured","Installment","N","42392","37","2003","TYTA TUNDRA SR5  ","Standard","-1","15","1","Work    ","12","5","Unknown","Passive Disabling-Vehicle Recovery","Y","5","1000","100-300","50000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","50","50","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","423","3.5","Hybrid","Y","Y","100-200","2006","Y","N","483.36","0","0.0","0.0","0.0","0.0"
"337399206","Standard ","6","Direct Billed to Insured","Pre-paid","N","42852","35","2006","CHEV COBALT LT   ","Standard","28000","14","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","1","1000","50-100 ","50000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","57","57","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","428","3.0","Preferred","Y","Y","40-100 ","2006","Y","N","439.9","0","0.0","0.0","0.0","0.0"
"337402807","Standard ","6","Direct Billed to Insured","Installment","N","43000","35","2001","FORD FOCUS SE    ","Standard","-1","14","99","Work    ","3","5","Unknown","Alarm Only","Y","7","1000","50-100 ","50000","N","-1","N","-1","1","0","1","0","1","0","1","0","1","29","29","0","0","1","0","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","430","3.5","Hybrid","Y","N","40-100 ","2006","N","N","59.89","0","0.0","0.0","0.0","0.0"
"337425507","Standard ","6","Direct Billed to Insured","Pre-paid","N","42868","35","2007","FORD F-150 SUPE  ","Standard","-1","16","1","Pleasure","-1","5","Unknown","Alarm Only","Y","1","1000","25-50  ","25000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","67","67","0","0","0","0","0","0","1","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","428","3.5","Preferred","Y","Y","20-50","2006","N","N","485.87","0","0.0","0.0","0.0","0.0"
"337430007","Standard ","6","Direct Billed to Insured","Pre-paid","N","42462","35","2003","FORD F250 SPDTY  ","Standard","-1","17","99","Pleasure","-1","5","Unknown","Not Applicable","Y","5","5000","100-300","50000","N","-1","Y","500","1","0","1","1","0","1","0","0","1","29","29","0","0","1","0","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","424","3.5","Preferred","N","Y","100-200","2006","Y","N","569.22","0","0.0","0.0","0.0","0.0"
"337460507","Standard ","6","Direct Billed to Insured","Installment","N","43982","31","2005","CHEV TRAILBLAZE  ","Standard","-1","11","99","Work    ","8","5","Unknown","Passive Disabling-Vehicle Recovery","Y","3","5000","100-300","100000","N","-1","Y","500","1","0","1","0","0","1","0","0","1","28","28","0","0","1","0","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","N","N","439","3.5","Preferred","N","Y","100-200","2006","Y","N","505.62","0","0.0","0.0","0.0","0.0"
"337499407","Standard ","6","Direct Billed to Insured","Pre-paid","N","42407","32","2006","TYTA CAMRY SOLA  ","Standard","-1","18","99","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","2","1000","250-500","100000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","35","35","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","424","3.5","Non-standard","Y","Y","100-400","2006","Y","N","639.18","0","0.0","0.0","0.0","0.0"
"337505307","Standard ","6","Direct Billed to Insured","Installment","Y","43359","31","1999","FORD F350 SPDTY  ","Standard","-1","16","99","Farm    ","-1","5","Unknown","Not Applicable","N","8","-1","50-100 ","50000","N","-1","Y","500","2","1","1","0","2","1","1","0","2","30","45","0","0","0","1","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","N","Y","433","3.0","Standard","Y","Y","40-100 ","2006","Y","N","76.84","0","0.0","0.0","0.0","0.0"
"337508206","Standard ","6","Direct Billed to Insured","Installment","N","42460","35","2002","PONT BONVLE SLE  ","Standard","-1","11","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","5","1000","100-300","50000","N","-1","Y","500","1","0","1","0","1","0","1","0","1","35","35","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","424","3.0","Preferred","Y","Y","100-200","2006","Y","N","340.26","0","0.0","0.0","0.0","0.0"
"337517708","Standard ","6","Direct Billed to Insured","Installment","Y","43097","27","1990","FORD F150-S      ","Standard","-1","5","99","Work    ","14","5","Unknown","Not Applicable","N","9","1000","25-50  ","25000","N","-1","N","-1","2","1","1","0","2","1","1","0","2","38","46","0","0","0","1","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","430","3.7","Non-standard","Y","N","20-50","2006","Y","N","153.7","0","0.0","0.0","0.0","0.0"
"337521307","Standard ","6","Direct Billed to Insured","Pre-paid","N","42390","37","1999","MBNZ E320        ","Intermediate","-1","20","1","Work    ","7","5","Unknown","Passive Disabling-Vehicle Recovery","Y","9","-1","100-300","100000","N","-1","Y","1000","1","0","1","1","0","1","0","0","1","37","37","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","423","3.5","Hybrid","Y","Y","100-200","2006","Y","N","452.62","0","0.0","0.0","0.0","0.0"
"337558407","Standard ","6","Direct Billed to Insured","Pre-paid","N","43086","22","2002","PONT BONVLLE SE  ","Standard","-1","8","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","6","5000","100-300","100000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","68","68","0","0","0","0","0","0","1","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","430","3.5","Hybrid","Y","Y","100-200","2006","Y","N","369.94","0","0.0","0.0","0.0","0.0"
"337566305","Standard ","12","Direct Billed to Insured","Pre-paid","Y","43092","35","2001","OLDS ALEROGL-SE  ","Standard","-1","14","1","Work    ","2","5","Unknown","Not Applicable","Y","6","5000","100-300","100000","N","-1","Y","250","1","0","1","1","0","1","0","0","1","42","42","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","430","3.2","Standard","N","Y","100-200","2006","Y","N","1223.24","0","0.0","0.0","0.0","0.0"
"337632707","Standard ","6","Direct Billed to Insured","Installment","Y","43365","31","2005","FORD F-150 SUPE  ","Standard","-1","15","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","2","1000","25-50  ","25000","N","-1","Y","500","1","0","1","0","1","1","0","0","1","36","36","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","433","3.3","Standard","Y","Y","20-50","2006","Y","N","467.46","0","0.0","0.0","0.0","0.0"
"337645706","Standard ","6","Direct Billed to Insured","Installment","N","43165","31","1994","CHEV ASTRO       ","Standard","-1","5","1","Work    ","14","5","Unknown","Not Applicable","Y","9","10000","25-50  ","25000","N","-1","N","-1","1","1","0","0","1","1","0","0","1","58","58","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","431","3.0","Non-standard","N","N","20-50","2006","Y","N","189.74","0","0.0","0.0","0.0","0.0"
"337695806","Standard ","6","Direct Billed to Insured","Installment","N","42873","35","1997","CHEV S10 PICKUP  ","Standard","-1","10","99","Pleasure","-1","5","Unknown","Not Applicable","N","9","1000","25-50  ","25000","N","-1","N","-1","1","1","0","0","1","0","1","0","1","40","40","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","428","3.0","Standard","Y","N","20-50","2006","Y","N","132.5","0","0.0","0.0","0.0","0.0"
"337728308","Standard ","6","Direct Billed to Insured","Installment","N","42974","30","1997","CHEV PICKUP1500  ","Standard","-1","11","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","9","1000","25-50  ","25000","N","-1","Y","250","1","1","0","0","1","1","0","0","1","51","51","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","429","3.1","Preferred","N","Y","20-50","2006","Y","N","340.26","1","54.5","2.0","54.5","0.16"
"337737506","Standard ","6","Direct Billed to Insured","Installment","N","43890","31","2003","CHEV SILVER1500  ","Standard","-1","14","99","Pleasure","-1","5","Unknown","Not Applicable","Y","4","5000","50-100 ","50000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","34","34","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","438","3.0","Non-standard","Y","Y","40-100 ","2006","Y","N","445.2","0","0.0","0.0","0.0","0.0"
"337781108","Standard ","6","Direct Billed to Insured","Installment","N","43377","17","1991","HOND ACCORD EX   ","Standard","-1","8","99","Pleasure","-1","5","Unknown","Not Applicable","N","9","1000","25-50  ","25000","N","-1","N","-1","1","0","1","1","0","0","0","0","1","25","25","0","0","1","0","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","N","433","3.5","Standard","N","N","20-50","2006","Y","N","130.38","0","0.0","0.0","0.0","0.0"
"337819107","Standard ","6","Direct Billed to Insured","Installment","N","42888","30","1990","FORD LTDCWNVILX  ","Standard","-1","6","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","10000","50-100 ","50000","N","-1","Y","500","1","0","1","0","1","1","0","0","1","78","78","0","0","0","0","0","0","0","1","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","428","3.5","Hybrid","N","Y","40-100 ","2006","Y","N","269.24","0","0.0","0.0","0.0","0.0"
"337847106","Standard ","6","Direct Billed to Insured","Installment","N","42913","35","2005","FORD ESCAPE XLS  ","Standard","-1","7","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","2","1000","50-100 ","50000","N","-1","Y","500","2","0","2","1","1","0","1","1","2","20","38","0","1","0","1","0","0","0","0","Y","Without Driver Training        ","Not Eligible for Good Student Credit","0","Y","N","Y","429","3.0","Preferred","Y","Y","40-100 ","2006","Y","N","593.6","1","4717.0","2.0","4717.0","7.95"
"337854806","Standard ","6","Direct Billed to Insured","Installment","N","44254","16","1977","PONT GRAND PRIX  ","Standard","-1","7","1","Work    ","14","5","Unknown","Not Applicable","N","9","-1","25-50  ","25000","N","-1","N","-1","1","1","0","0","1","1","0","0","1","59","59","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","442","3.0","Standard","N","N","20-50","2006","Y","N","132.5","0","0.0","0.0","0.0","0.0"
"337889007","Standard ","6","Direct Billed to Insured","Pre-paid","N","43665","31","1991","CHEV PICKUP1500  ","Standard","-1","6","1","Work    ","10","5","Unknown","Not Applicable","N","9","5000","100-300","50000","N","-1","N","-1","1","0","1","0","1","1","0","0","1","50","50","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","N","436","3.5","Hybrid","N","N","100-200","2006","Y","N","163.24","1","5195.81","2.0","5195.81","31.83"
"337904306","Standard ","6","Direct Billed to Insured","Pre-paid","N","42903","30","2005","CHEV COLORADO B  ","Standard","-1","16","1","Farm    ","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","2","1000","50-100 ","50000","N","-1","Y","1000","1","0","1","0","1","1","0","0","1","41","41","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","N","Y","429","3.0","Hybrid","Y","Y","40-100 ","2006","N","N","286.14","0","0.0","0.0","0.0","0.0"
"337912408","Standard ","6","Direct Billed to Insured","Installment","N","42988","30","1987","FORD F250 PU     ","Standard","-1","8","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","-1","100-300","100000","N","-1","N","-1","1","0","1","0","0","1","0","0","1","46","46","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","429","3.5","Standard","N","N","100-200","2006","Y","N","124.02","0","0.0","0.0","0.0","0.0"
"337927706","Standard ","6","Direct Billed to Insured","Pre-paid","N","42868","35","1997","TYTA 4RUNNERSR5  ","Standard","-1","18","99","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","9","5000","50-100 ","50000","N","-1","Y","500","1","1","0","0","1","0","1","0","1","36","36","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","428","3.0","Preferred","Y","Y","40-100 ","2006","Y","N","404.92","0","0.0","0.0","0.0","0.0"
"337957307","Standard ","6","Direct Billed to Insured","Installment","N","42388","35","2003","HYUN ELANTRA     ","Standard","-1","15","99","Work    ","14","5","Unknown","Passive Disabling-Vehicle Recovery","Y","5","5000","100-300","50000","N","-1","Y","500","1","0","1","0","1","0","1","0","1","26","26","0","0","1","0","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","423","3.5","Preferred","Y","Y","100-200","2006","Y","N","510.92","0","0.0","0.0","0.0","0.0"
"337979607","Standard ","6","Direct Billed to Insured","Installment","N","42385","35","1986","FORD F250-HD     ","Standard","-1","10","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","1000","100-300","50000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","67","67","0","0","0","0","0","0","1","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","423","3.5","Preferred","N","Y","100-200","2006","Y","N","232.14","0","0.0","0.0","0.0","0.0"
"337980006","Standard ","6","Direct Billed to Insured","Pre-paid","N","42421","37","2003","HOND ACCORD LX   ","Standard","-1","11","99","Work    ","10","5","Unknown","Passive Disabling-Vehicle Recovery","Y","4","-1","100-300","100000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","33","33","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","N","Y","424","3.0","Non-standard","Y","Y","100-200","2006","Y","N","477.0","0","0.0","0.0","0.0","0.0"
"338024407","Standard ","6","Direct Billed to Insured","Installment","N","43865","31","2001","CHEV IMPALA      ","Standard","-1","11","1","Work    ","2","5","Unknown","Not Applicable","Y","6","1000","25-50  ","25000","N","-1","Y","500","1","0","1","1","0","1","0","0","1","23","23","0","1","0","0","0","0","0","0","Y","With or Without Driver Training","Not Eligible for Good Student Credit","0","Y","N","N","438","3.0","Standard","N","Y","20-50","2006","Y","N","509.86","0","0.0","0.0","0.0","0.0"
"338031103","Preferred","12","Direct Billed to Insured","Pre-paid","N","42873","35","2001","HOND CR-V SE     ","Standard","-1","12","1","Pleasure","-1","5","Unknown","Alarm Only","Y","6","5000","","-1","Y","100000","Y","500","1","0","1","0","0","1","0","0","1","90","90","0","0","0","0","0","0","0","1","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","N","428","3.0","Standard","N","Y","","2006","Y","N","1178.72","1","76.98","1.0","76.98","0.07"
"338073007","Standard ","6","Direct Billed to Insured","Installment","N","43389","31","1998","HOND CIVIC DX    ","Standard","-1","13","1","Work    ","20","5","Unknown","Not Applicable","Y","9","1000","25-50  ","25000","N","-1","Y","250","1","0","1","1","0","1","0","0","1","30","30","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","N","433","3.5","Standard","N","Y","20-50","2006","Y","N","492.9","0","0.0","0.0","0.0","0.0"
"338074906","Standard ","6","Direct Billed to Insured","Installment","N","52186","31","2002","CHRY PT CRSR TE  ","Standard","-1","14","99","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","5","1000","25-50  ","25000","N","-1","Y","500","2","1","1","0","2","1","1","0","2","42","44","0","0","0","0","2","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","521","3.0","Non-standard","Y","Y","20-50","2006","Y","N","364.64","0","0.0","0.0","0.0","0.0"
